RAP,GID,Tissue,Organ,Gene.ID,References
Os02g0225000,LOC_Os02g13170,leaf mesophyll,Leaf,Os02g0225000,PCMDB
Os02g0225900,LOC_Os02g13260,"leaf mesophyll,leaf procambium",Leaf,Os02g0225900,PCMDB
Os02g0226000,LOC_Os02g13270,leaf epidermis,Leaf,Os02g0226000,PCMDB
Os02g0226300,LOC_Os02g13300,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os02g0226300,PCMDB
Os02g0226350,LOC_Os02g13300,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os02g0226350,PCMDB
Os02g0227100,LOC_Os02g13370,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os02g0227100,PCMDB
Os02g0227200,LOC_Os02g13380,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsENOD93b,PCMDB
Os02g0229000,LOC_Os02g13530,"leaf epidermis,leaf mesophyll",Leaf,Os02g0229000,PCMDB
Os02g0229800,LOC_Os02g13600,mestome sheath,Leaf,Os02g0229800,PCMDB
Os02g0230100,LOC_Os02g13640,leaf procambium,Leaf,Os02g0230100,PCMDB
Os02g0230200,LOC_Os02g13650,"leaf mesophyll,leaf procambium",Leaf,Os02g0230200,PCMDB
Os02g0230300,LOC_Os02g13660,leaf epidermis,Leaf,Os02g0230300,PCMDB
Os02g0232500,LOC_Os02g13850,"leaf epidermis,leaf mesophyll",Leaf,Os02g0232500,PCMDB
Os02g0232900,LOC_Os02g13870,leaf epidermis,Leaf,OsNIP1,PCMDB
Os02g0234200,LOC_Os02g13950,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,FUWA,PCMDB
Os02g0234300,LOC_Os02g13960,"leaf mesophyll,leaf procambium",Leaf,OsPUB4,PCMDB
Os02g0234800,LOC_Os02g13990,leaf mesophyll,Leaf,Os02g0234800,PCMDB
Os02g0235000,LOC_Os02g14000,leaf epidermis,Leaf,Os02g0235000,PCMDB
Os02g0235600,LOC_Os02g14059,"leaf epidermis,leaf mesophyll",Leaf,Os02g0235600,PCMDB
Os02g0236000,LOC_Os02g14110,leaf mesophyll,Leaf,Os02g0236000,PCMDB
Os02g0236200,LOC_Os02g14130,leaf mesophyll,Leaf,Os02g0236200,PCMDB
Os02g0236800,LOC_Os02g14170,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,prx26,PCMDB
Os02g0240100,LOC_Os02g14430,"leaf mesophyll,leaf procambium",Leaf,prx30,PCMDB
Os02g0240300,LOC_Os02g14440,vascular leaf,Leaf,prx29,PCMDB
Os02g0241100,LOC_Os02g14480,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0241100,PCMDB
Os02g0244600,LOC_Os02g14760,mestome sheath,Leaf,Os02g0244600,PCMDB
Os02g0244700,LOC_Os02g14770,leaf mesophyll,Leaf,PEPC-1,PCMDB
Os02g0245000,LOC_Os02g14780,leaf mesophyll,Leaf,Os02g0245000,PCMDB
Os02g0245800,LOC_Os02g14840,leaf mesophyll,Leaf,KAT3,PCMDB
Os02g0246300,LOC_Os02g14860,leaf mesophyll,Leaf,Os02g0246300,PCMDB
Os02g0246900,LOC_Os02g14890,leaf epidermis,Leaf,Os02g0246900,PCMDB
Os02g0247200,LOC_Os02g14929,"leaf epidermis,leaf mesophyll",Leaf,Os02g0247200,PCMDB
Os02g0248200,LOC_Os02g15020,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0248200,PCMDB
Os02g0248440,LOC_Os02g15060,leaf procambium,Leaf,Os02g0248440,PCMDB
Os02g0250400,LOC_Os02g15230,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,BS1,PCMDB
Os02g0252200,LOC_Os02g15340,leaf procambium,Leaf,ONAC013,PCMDB
Os02g0254700,LOC_Os02g15550,leaf mesophyll,Leaf,OsSPMS2,PCMDB
Os02g0255200,LOC_Os02g15610,"leaf epidermis,leaf mesophyll",Leaf,Os02g0255200,PCMDB
Os02g0255500,LOC_Os02g15640,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsPYL/RCAR3,PCMDB
Os02g0257300,LOC_Os02g15750,"leaf mesophyll,leaf procambium",Leaf,OsStr12,PCMDB
Os02g0257400,LOC_Os02g15750,"leaf mesophyll,leaf procambium",Leaf,Os02g0257400,PCMDB
Os02g0258900,LOC_Os02g15870,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0258900,PCMDB
Os02g0259600,LOC_Os02g15900,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,OsRPL21,PCMDB
Os02g0259900,LOC_Os02g15930,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os02g0259900,PCMDB
Os02g0261100,LOC_Os02g16040,leaf mesophyll,Leaf,UBC5B,PCMDB
Os02g0264700,LOC_Os02g16490,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0264700,PCMDB
Os02g0264800,LOC_Os02g16500,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,OsAGP20,PCMDB
Os02g0265200,LOC_Os02g16540,"leaf mesophyll,leaf procambium",Leaf,OsWRKY39,PCMDB
Os02g0265400,LOC_Os02g16550,leaf epidermis,Leaf,Os02g0265400,PCMDB
Os02g0265700,LOC_Os02g16600,"leaf mesophyll,leaf procambium",Leaf,Os02g0265700,PCMDB
Os02g0265900,LOC_Os02g16620,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,P0006C08.29-1,PCMDB
Os02g0266800,LOC_Os02g16680,"leaf mesophyll,leaf procambium",Leaf,OsbZIP20,PCMDB
Os02g0268400,LOC_Os02g16809,"leaf mesophyll,leaf procambium",Leaf,EXPA23,PCMDB
Os02g0269000,LOC_Os02g16880,"leaf epidermis,leaf mesophyll",Leaf,Os02g0269000,PCMDB
Os02g0269200,LOC_Os02g16909,leaf epidermis,Leaf,Os02g0269200,PCMDB
Os02g0270200,LOC_Os02g17000,mestome sheath,Leaf,OsSub14,PCMDB
Os02g0271000,LOC_Os02g17090,mestome sheath,Leaf,OsSub17,PCMDB
Os02g0271600,LOC_Os02g17150,mestome sheath,Leaf,OsSub18,PCMDB
Os02g0272400,LOC_Os02g17250,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,P0521F09.19,PCMDB
Os02g0272600,LOC_Os02g17280,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,P0521F09.23-1,PCMDB
Os02g0272900,LOC_Os02g17304,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0272900,PCMDB
Os02g0273000,LOC_Os02g17320,"leaf mesophyll,mestome sheath",Leaf,Os02g0273000,PCMDB
Os02g0274700,LOC_Os02g17470,leaf mesophyll,Leaf,Os02g0274700,PCMDB
Os02g0274900,LOC_Os02g17500,leaf mesophyll,Leaf,P0413A11.38-1,PCMDB
Os02g0275100,LOC_Os02g17520,leaf mesophyll,Leaf,CCMH,PCMDB
Os02g0275200,LOC_Os02g17534,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0275200,PCMDB
Os02g0276400,LOC_Os02g17640,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0276400,PCMDB
Os02g0279600,LOC_Os02g17850,leaf mesophyll,Leaf,Os02g0279600,PCMDB
Os02g0282100,LOC_Os02g18090,leaf epidermis,Leaf,Os02g0282100,PCMDB
Os02g0284600,LOC_Os02g18380,leaf mesophyll,Leaf,OsRPL27.3,PCMDB
Os02g0284800,LOC_Os02g18390,leaf procambium,Leaf,Os02g0284800,PCMDB
Os02g0285300,LOC_Os02g18410,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsDREPP2,PCMDB
Os02g0286200,LOC_Os02g18480,leaf epidermis,Leaf,Os02g0286200,PCMDB
Os02g0287000,LOC_Os02g18550,"leaf epidermis,leaf mesophyll",Leaf,Os02g0287000,PCMDB
Os02g0290300,LOC_Os02g18820,"leaf epidermis,leaf mesophyll",Leaf,OsWD40-40,PCMDB
Os02g0290400,LOC_Os02g18830,leaf procambium,Leaf,Os02g0290400,PCMDB
Os02g0290600,LOC_Os02g18850,leaf epidermis,Leaf,OsPOP5,PCMDB
Os02g0293400,LOC_Os02g19140,"leaf mesophyll,mestome sheath",Leaf,SIP14,PCMDB
Os02g0297600,LOC_Os02g19510,"leaf mesophyll,leaf procambium",Leaf,Os02g0297600,PCMDB
Os02g0298200,LOC_Os02g19550,"leaf epidermis,leaf procambium",Leaf,Os02g0298200,PCMDB
Os02g0299200,LOC_Os02g19640,"leaf mesophyll,leaf procambium,Xylem",Leaf,Os02g0299200,PCMDB
Os02g0299300,LOC_Os02g19650,leaf procambium,Leaf,Os02g0299300,PCMDB
Os02g0300700,LOC_Os02g19770,"leaf mesophyll,mestome sheath",Leaf,OseIF1A-1,PCMDB
Os02g0301100,LOC_Os02g19820,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsSWEET4,PCMDB
Os02g0304900,LOC_Os02g20170,leaf mesophyll,Leaf,OsDi19-4,PCMDB
Os02g0306900,LOC_Os02g20394,leaf mesophyll,Leaf,OsDjB4,PCMDB
Os02g0308400,LOC_Os02g20540,"leaf sheath,leaf mesophyll,Mesophyll precursor",Leaf,OsFLA19,PCMDB
Os02g0308800,LOC_Os02g20560,"leaf mesophyll,leaf procambium",Leaf,OsFLA15,PCMDB
Os02g0312600,LOC_Os02g20850,mestome sheath,Leaf,OSRAC7,PCMDB
Os02g0312700,LOC_Os02g20860,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,P0705A04.3-1,PCMDB
Os02g0313400,LOC_Os02g20930,"leaf mesophyll,leaf procambium",Leaf,API5,PCMDB
Os02g0313500,LOC_Os02g20940,"leaf epidermis,leaf mesophyll",Leaf,Os02g0313500,PCMDB
Os02g0313700,LOC_Os02g20970,leaf mesophyll,Leaf,OsNTMC2T6.2,PCMDB
Os02g0314600,LOC_Os02g21040,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0314600,PCMDB
Os02g0315400,LOC_Os02g21080,leaf mesophyll,Leaf,Os02g0315400,PCMDB
Os02g0317300,LOC_Os02g21240,leaf epidermis,Leaf,OsFbox086,PCMDB
Os02g0317400,LOC_Os02g21250,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Xylem",Leaf,COPZ2,PCMDB
Os02g0317500,LOC_Os02g21260,"leaf mesophyll,mestome sheath",Leaf,OsFbox087,PCMDB
Os02g0317800,LOC_Os02g21280,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0317800,PCMDB
Os02g0318100,LOC_Os02g21300,"leaf mesophyll,leaf procambium",Leaf,Os02g0318100,PCMDB
Os02g0319100,LOC_Os02g21430,mestome sheath,Leaf,ML5,PCMDB
Os02g0319300,LOC_Os02g21460,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0319300,PCMDB
Os02g0321900,LOC_Os02g21660,"leaf epidermis,leaf mesophyll",Leaf,Os02g0321900,PCMDB
Os02g0324400,LOC_Os02g21890,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,FOS1,PCMDB
Os02g0324700,LOC_Os02g21920,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0324700,PCMDB
Os02g0325100,LOC_Os02g21970,leaf epidermis,Leaf,OsRpt3,PCMDB
Os02g0327500,LOC_Os02g22160,leaf epidermis,Leaf,Os02g0327500,PCMDB
Os02g0328300,LOC_Os02g22260,"leaf mesophyll,leaf procambium",Leaf,Os02g0328300,PCMDB
Os02g0329800,LOC_Os02g22380,"leaf mesophyll,leaf procambium,Leaf preprocambium",Leaf,XAX1,PCMDB
Os02g0330200,LOC_Os02g22480,"leaf mesophyll,mestome sheath,Leaf preprocambium",Leaf,OsXAT2,PCMDB
Os02g0331200,LOC_Os02g22650,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OJ1116_E03.25-1,PCMDB
Os02g0436400,LOC_Os02g24020,"leaf epidermis,leaf mesophyll",Leaf,DAPB1,PCMDB
Os02g0437200,LOC_Os02g24080,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsSNAP32,PCMDB
Os02g0439700,LOC_Os02g24330,"leaf epidermis,leaf mesophyll",Leaf,Os02g0439700,PCMDB
Os02g0440000,LOC_Os02g24354,leaf mesophyll,Leaf,LYSA,PCMDB
Os02g0448400,LOC_Os02g25060,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsNTMC2T1.1,PCMDB
Os02g0452500,LOC_Os02g25580,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0452500,PCMDB
Os02g0452601,LOC_Os02g25580,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0452601,PCMDB
Os02g0455400,LOC_Os02g25780,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os02g0455400,PCMDB
Os02g0456800,LOC_Os02g25900,mestome sheath,Leaf,Os02g0456800,PCMDB
Os02g0462500,LOC_Os02g26404,leaf mesophyll,Leaf,Os02g0462500,PCMDB
Os02g0462800,LOC_Os02g26430,leaf procambium,Leaf,WRKY42,PCMDB
Os02g0465500,LOC_Os02g26660,"leaf epidermis,leaf mesophyll",Leaf,Os02g0465500,PCMDB
Os02g0465600,LOC_Os02g26670,leaf mesophyll,Leaf,Os02g0465600,PCMDB
Os02g0465900,LOC_Os02g26700,"leaf epidermis,mestome sheath",Leaf,OsARP,PCMDB
Os02g0466400,LOC_Os02g26720,"leaf mesophyll,leaf procambium",Leaf,OsITPK4,PCMDB
Os02g0467000,LOC_Os02g26770,"leaf mesophyll,mestome sheath",Leaf,OsC4H,PCMDB
Os02g0467200,LOC_Os02g26790,"leaf epidermis,mestome sheath,leaf procambium",Leaf,Os02g0467200,PCMDB
Os02g0467300,LOC_Os02g26794,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0467300,PCMDB
Os02g0467600,LOC_Os02g26810,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,C4H1,PCMDB
Os02g0467700,LOC_Os02g26814,leaf epidermis,Leaf,Os02g0467700,PCMDB
Os02g0468200,LOC_Os02g26850,leaf mesophyll,Leaf,Os02g0468200,PCMDB
Os02g0468400,LOC_Os02g26860,mestome sheath,Leaf,Os02g0468400,PCMDB
Os02g0469600,LOC_Os02g27030,"leaf epidermis,mestome sheath",Leaf,Os02g0469600,PCMDB
Os02g0471500,LOC_Os02g27220,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsPP2C14,PCMDB
Os02g0475300,LOC_Os02g27480,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,P0419C03.10-2,PCMDB
Os02g0477300,LOC_Os02g27594,leaf mesophyll,Leaf,Os02g0477300,PCMDB
Os02g0478600,LOC_Os02g27760,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,RPS15a,PCMDB
Os02g0480900,LOC_Os02g27950,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,P0519B12.23-1,PCMDB
Os02g0483500,LOC_Os02g28170,"leaf mesophyll,leaf procambium",Leaf,OsMaT-2,PCMDB
Os02g0484200,LOC_Os02g28220,"leaf epidermis,leaf mesophyll,leaf procambium,Mesophyll precursor",Leaf,OsMaT-1,PCMDB
Os02g0484900,LOC_Os02g28334,leaf mesophyll,Leaf,Os02g0484900,PCMDB
Os02g0488600,LOC_Os02g28720,"leaf epidermis,leaf mesophyll",Leaf,OsPUB8,PCMDB
Os02g0489400,LOC_Os02g28810,leaf mesophyll,Leaf,S8,PCMDB
Os02g0489550,LOC_Os02g28830,leaf mesophyll,Leaf,Os02g0489550,PCMDB
Os02g0491400,LOC_Os02g28980,"leaf epidermis,leaf mesophyll",Leaf,OsFKBP62c,PCMDB
Os02g0496100,LOC_Os02g29340,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,HSFA5,PCMDB
Os02g0498700,LOC_Os02g29530,"leaf mesophyll,mestome sheath",Leaf,Os02g0498700,PCMDB
Os02g0499000,LOC_Os02g29550,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsERF#140,PCMDB
Os02g0503400,LOC_Os02g30050,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,OsRPL35,PCMDB
Os02g0504500,LOC_Os02g30180,"leaf epidermis,leaf mesophyll",Leaf,Os02g0504500,PCMDB
Os02g0504900,LOC_Os02g30210,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsFbox091,PCMDB
Os02g0505400,LOC_Os02g30230,leaf procambium,Leaf,EXO70F2,PCMDB
Os02g0505500,LOC_Os02g30240,leaf mesophyll,Leaf,Os02g0505500,PCMDB
Os02g0506500,LOC_Os02g30310,mestome sheath,Leaf,Os02g0506500,PCMDB
Os02g0506600,LOC_Os02g30320,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0506600,PCMDB
Os02g0507100,LOC_Os02g30380,leaf mesophyll,Leaf,Os02g0507100,PCMDB
Os02g0507400,LOC_Os02g30410,"leaf epidermis,leaf mesophyll,leaf procambium,Mesophyll precursor",Leaf,P0047E05.32-1,PCMDB
Os02g0508000,LOC_Os02g30460,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0508000,PCMDB
Os02g0508100,LOC_Os02g30470,"leaf mesophyll,leaf procambium",Leaf,Os02g0508100,PCMDB
Os02g0510100,LOC_Os02g30624,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsCYP-7,PCMDB
Os02g0510200,LOC_Os02g30630,"leaf epidermis,leaf mesophyll,leaf procambium,Mesophyll precursor",Leaf,ALS,PCMDB
Os02g0511500,LOC_Os02g30730,mestome sheath,Leaf,Os02g0511500,PCMDB
Os02g0512000,LOC_Os02g30810,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsSAUR10,PCMDB
Os02g0514500,LOC_Os02g31030,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os02g0514500,PCMDB
Os02g0515200,LOC_Os02g31080,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OSJNBb0071O21.5-2,PCMDB
Os02g0515600,LOC_Os02g31100,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os02g0515600,PCMDB
Os02g0516400,LOC_Os02g31140,leaf epidermis,Leaf,CFL1,PCMDB
Os02g0517531,LOC_Os02g31290,"leaf mesophyll,leaf procambium",Leaf,ML4,PCMDB
Os02g0518000,LOC_Os02g31867,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os02g0518000,PCMDB
Os02g0518100,LOC_Os02g31874,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os02g0518100,PCMDB
Os02g0520100,LOC_Os02g32060,"leaf mesophyll,leaf procambium",Leaf,OsSTA61,PCMDB
Os02g0520750,LOC_Os02g32110,leaf epidermis,Leaf,Os02g0520750,PCMDB
Os02g0520800,LOC_Os02g32120,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0520800,PCMDB
Os02g0521100,LOC_Os02g32140,leaf mesophyll,Leaf,OsERF#107,PCMDB
Os02g0521300,LOC_Os02g32160,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsBON1,PCMDB
Os02g0522300,LOC_Os02g32250,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0522300,PCMDB
Os02g0523500,LOC_Os02g32350,"leaf mesophyll,mestome sheath",Leaf,OsTSN,PCMDB
Os02g0523800,LOC_Os02g32370,leaf mesophyll,Leaf,OsIPK2,PCMDB
Os02g0525100,LOC_Os02g32450,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0525100,PCMDB
Os02g0525600,LOC_Os02g32469,"leaf mesophyll,leaf epidermis,mestome sheath,leaf procambium",Leaf,Os02g0525600,PCMDB
Os02g0525900,LOC_Os02g32490,mestome sheath,Leaf,Os02g0525900,PCMDB
Os02g0526400,LOC_Os02g32520,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,ClpD1,PCMDB
Os02g0527200,LOC_Os02g32580,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0527200,PCMDB
Os02g0527300,LOC_Os02g32590,"leaf mesophyll,leaf procambium",Leaf,HSFA3,PCMDB
Os02g0527600,LOC_Os02g32610,leaf procambium,Leaf,OsCTR2,PCMDB
Os02g0529400,LOC_Os02g32730,leaf procambium,Leaf,OsNIN3,PCMDB
Os02g0529600,LOC_Os02g32750,"leaf epidermis,leaf mesophyll",Leaf,OsGT2,PCMDB
Os02g0529700,LOC_Os02g32760,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0529700,PCMDB
Os02g0530100,LOC_Os02g32814,"leaf epidermis,Leaf preprocambium",Leaf,OsATX1,PCMDB
Os02g0530300,LOC_Os02g32840,"leaf mesophyll,mestome sheath",Leaf,OsSAP5,PCMDB
Os02g0532300,LOC_Os02g32970,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,P0605D08.22-2,PCMDB
Os02g0532500,LOC_Os02g32980,"leaf mesophyll,leaf procambium",Leaf,OsGLP2-1,PCMDB
Os02g0532800,LOC_Os02g32990,leaf mesophyll,Leaf,Os02g0532800,PCMDB
Os02g0532900,LOC_Os02g33000,"leaf epidermis,mestome sheath,leaf procambium",Leaf,Os02g0532900,PCMDB
Os02g0533700,LOC_Os02g33060,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0533700,PCMDB
Os02g0533800,LOC_Os02g33070,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0533800,PCMDB
Os02g0533900,LOC_Os02g33080,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsCPA1,PCMDB
Os02g0534400,LOC_Os02g33110,"leaf epidermis,mestome sheath",Leaf,OSCIN1,PCMDB
Os02g0534800,LOC_Os02g33140,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0534800,PCMDB
Os02g0535000,LOC_Os02g33149,leaf mesophyll,Leaf,Os02g0535000,PCMDB
Os02g0535400,LOC_Os02g33180,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,RAR1,PCMDB
Os02g0535700,LOC_Os02g33230,leaf epidermis,Leaf,Os02g0535700,PCMDB
Os02g0536500,LOC_Os02g33330,mestome sheath,Leaf,Os02g0536500,PCMDB
Os02g0537400,LOC_Os02g33420,leaf mesophyll,Leaf,Os02g0537400,PCMDB
Os02g0537500,LOC_Os02g33430,mestome sheath,Leaf,OsE2F1,PCMDB
Os02g0537700,LOC_Os02g33450,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsPRX2,PCMDB
Os02g0538700,LOC_Os02g33550,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0538700,PCMDB
Os02g0539100,LOC_Os02g33580,leaf mesophyll,Leaf,Os02g0539100,PCMDB
Os02g0539200,LOC_Os02g33590,"leaf mesophyll,mestome sheath",Leaf,OsPUB33,PCMDB
Os02g0540700,LOC_Os02g33680,mestome sheath,Leaf,OsPUB45,PCMDB
Os02g0541300,LOC_Os02g33710,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0541300,PCMDB
Os02g0541325,LOC_Os02g33710,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0541325,PCMDB
Os02g0542400,LOC_Os02g33770,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0542400,PCMDB
Os02g0543000,LOC_Os02g33820,"leaf mesophyll,leaf epidermis,mestome sheath,leaf procambium",Leaf,OsAsr1,PCMDB
Os02g0548700,LOC_Os02g34410,"leaf mesophyll,mestome sheath",Leaf,OsPUB43,PCMDB
Os02g0549200,LOC_Os02g34430,"leaf epidermis,mestome sheath",Leaf,OsRLCK73,PCMDB
Os02g0549600,LOC_Os02g34460,leaf mesophyll,Leaf,RPS10a,PCMDB
Os02g0550100,LOC_Os02g34510,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0550100,PCMDB
Os02g0550600,LOC_Os02g34560,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsNIN8,PCMDB
Os02g0550800,LOC_Os02g34580,leaf procambium,Leaf,OsAMT3,PCMDB
Os02g0551700,LOC_Os02g34650,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os02g0551700,PCMDB
Os02g0551900,LOC_Os02g34680,leaf mesophyll,Leaf,Os02g0551900,PCMDB
Os02g0553200,LOC_Os02g34810,"leaf mesophyll,leaf procambium",Leaf,APX8,PCMDB
Os02g0554100,LOC_Os02g34860,leaf epidermis,Leaf,Os02g0554100,PCMDB
Os02g0554300,LOC_Os02g34884,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0554300,PCMDB
Os02g0555900,LOC_Os02g35010,leaf procambium,Leaf,Os02g0555900,PCMDB
Os02g0556100,LOC_Os02g35039,"leaf epidermis,mestome sheath",Leaf,Os02g0556100,PCMDB
Os02g0556800,LOC_Os02g35090,"leaf mesophyll,Mesophyll precursor",Leaf,Os02g0556800,PCMDB
Os02g0557100,LOC_Os02g35130,leaf mesophyll,Leaf,Os02g0557100,PCMDB
Os02g0557300,LOC_Os02g35144,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0557300,PCMDB
Os02g0557600,LOC_Os02g35160,leaf procambium,Leaf,Os02g0557600,PCMDB
Os02g0557700,LOC_Os02g35170,"leaf epidermis,leaf mesophyll",Leaf,Os02g0557700,PCMDB
Os02g0558300,LOC_Os02g35200,"leaf mesophyll,leaf procambium",Leaf,Os02g0558300,PCMDB
Os02g0558500,LOC_Os02g35220,"leaf mesophyll,leaf procambium",Leaf,Os02g0558500,PCMDB
Os02g0559800,LOC_Os02g35329,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,EL5,PCMDB
Os02g0562400,LOC_Os02g35480,leaf epidermis,Leaf,Os02g0562400,PCMDB
Os02g0562600,LOC_Os02g35490,leaf mesophyll,Leaf,OsMLO10,PCMDB
Os02g0562700,LOC_Os02g35500,"leaf epidermis,leaf mesophyll",Leaf,OsGLYR1,PCMDB
Os02g0564500,LOC_Os02g35640,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os02g0564500,PCMDB
Os02g0565000,LOC_Os02g35690,leaf epidermis,Leaf,Os02g0565000,PCMDB
Os02g0565200,LOC_Os02g35720,leaf epidermis,Leaf,Os02g0565200,PCMDB
Os02g0565600,LOC_Os02g35770,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Oshox7,PCMDB
Os02g0566700,LOC_Os02g35860,"leaf mesophyll,leaf procambium",Leaf,Os02g0566700,PCMDB
Os02g0567100,LOC_Os02g35900,leaf mesophyll,Leaf,Os02g0567100,PCMDB
Os02g0567200,LOC_Os02g35910,leaf mesophyll,Leaf,OsPP2C15,PCMDB
Os02g0567800,LOC_Os02g35940,"leaf mesophyll,leaf procambium,Mesophyll precursor",Leaf,Os02g0567800,PCMDB
Os02g0567900,LOC_Os02g35950,mestome sheath,Leaf,Os02g0567900,PCMDB
Os02g0570500,LOC_Os02g36150,vascular leaf,Leaf,Oscyp71Z6,PCMDB
Os02g0572400,LOC_Os02g36340,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,RIBA2,PCMDB
Os02g0574900,LOC_Os02g36520,leaf procambium,Leaf,OsFbox098,PCMDB
